model_name,method,average_method,best_params,loocv_accuracy,loocv_precision_weighted,loocv_recall_weighted,loocv_f1_weighted,loocv_predictions,label
RBFSVC,rfe,weighted,"{'classifier__C': 10, 'classifier__gamma': 'scale', 'feature_selection__n_features_to_select': 80}",0.66,0.6491428571428571,0.66,0.652157394843962,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",RBFSVC - rfe
PolySVC,pca_precomputed,weighted,"{'classifier__C': 10, 'classifier__degree': 3}",0.66,0.6435758835758836,0.66,0.6448994857410005,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",PolySVC - pca_precomputed
PolySVC,pca_live,weighted,"{'classifier__C': 10, 'classifier__degree': 3, 'pca__n_components': 0.95}",0.64,0.6244444444444445,0.64,0.6280882352941176,"['non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert']",PolySVC - pca_live
LogisticRegression,pca_live,weighted,"{'classifier__C': 0.1, 'classifier__solver': 'liblinear', 'pca__n_components': 0.95}",0.64,0.66,0.64,0.6459999999999999,"['non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert']",LogisticRegression - pca_live
LinearSVC,pca_precomputed,weighted,{'classifier__C': 0.1},0.64,0.66,0.64,0.6459999999999999,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",LinearSVC - pca_precomputed
RandomForest,pca_precomputed,weighted,"{'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.64,0.631764705882353,0.64,0.6348663101604278,"['non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert']",RandomForest - pca_precomputed
RBFSVC,pca_precomputed,weighted,"{'classifier__C': 10, 'classifier__gamma': 'scale'}",0.6,0.5710526315789474,0.6,0.5771428571428572,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert']",RBFSVC - pca_precomputed
LogisticRegression,pca_precomputed,weighted,"{'classifier__C': 0.1, 'classifier__solver': 'liblinear'}",0.6,0.6207792207792209,0.6,0.6066666666666667,"['non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",LogisticRegression - pca_precomputed
RandomForest,rfe,weighted,"{'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'feature_selection__n_features_to_select': 80}",0.58,0.5535966735966736,0.58,0.5613464235624123,"['non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert']",RandomForest - rfe
PolySVC,rfe,weighted,"{'classifier__C': 10, 'classifier__degree': 2, 'feature_selection__n_features_to_select': 40}",0.56,0.5815584415584416,0.56,0.5673333333333334,"['non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'non-expert']",PolySVC - rfe
